date,start_hour,end_hour,solar_mwh,wind_mwh,price_euros_mwh,solarSubventions_euros,windSubventions_euros
2018-01-01,00:00,01:00,0,9808,6.74,0,802882.88
2018-01-01,01:00,02:00,0,9707,4.74,0,814029.02
2018-01-01,02:00,03:00,0,9502,3.66,0,807099.88
2018-01-01,03:00,04:00,0,9288,1.26,0,811213.9199999999
2018-01-01,04:00,05:00,0,9005,-20.1,0,978843.4999999999
2018-01-01,05:00,06:00,0,9050,-31.82,0,1089801
2018-01-01,06:00,07:00,0,8925,-28.66,0,1046545.4999999999
2018-01-01,07:00,08:00,0,9021,-13.71,0,922938.51
2018-01-01,08:00,09:00,99,8820,-4.14,29921.760000000002,817966.7999999999
2018-01-01,09:00,10:00,490,8590,2.03,145074.30000000002,743636.2999999999
2018-01-01,10:00,11:00,1125,8453,-15.51,352811.25,880041.83
2018-01-01,11:00,12:00,1550,8557,-0.42,462706.00000000006,761744.14
2018-01-01,12:00,13:00,1534,8710,2.3,453757.2,751673
2018-01-01,13:00,14:00,1363,8286,2.3,403175.4,715081.7999999999
2018-01-01,14:00,15:00,1095,7839,5,320944.5,655340.3999999999
2018-01-01,15:00,16:00,642,7730,8.56,185884.68000000002,618709.2
2018-01-01,16:00,17:00,222,8633,9.42,64086.96,683560.94
2018-01-01,17:00,18:00,48,9373,12.46,13710.720000000001,713660.2199999999
2018-01-01,18:00,19:00,0,9495,15.93,0,690001.6499999999
2018-01-01,19:00,20:00,0,9513,22.02,0,633375.54
2018-01-01,20:00,21:00,0,9409,20,0,645457.3999999999
2018-01-01,21:00,22:00,0,9315,21.95,0,620844.7499999999
2018-01-01,22:00,23:00,0,8874,23.52,0,577519.92
2018-01-01,23:00,00:00,0,8622,16.35,0,622939.5
2018-01-02,00:00,01:00,0,8479,14.43,0,628887.4299999999
2018-01-02,01:00,02:00,0,8214,10.26,0,643484.7599999999
2018-01-02,02:00,03:00,0,7897,7.48,0,640604.6399999999
2018-01-02,03:00,04:00,0,7318,4.52,0,615297.44
2018-01-02,04:00,05:00,0,6788,4.24,0,572635.68
2018-01-02,05:00,06:00,0,6330,8.36,0,507919.19999999995
2018-01-02,06:00,07:00,0,5560,22.58,0,367071.19999999995
2018-01-02,07:00,08:00,0,4786,41.92,0,223410.47999999995
2018-01-02,08:00,09:00,84,4305,47.95,21012.600000000002,174998.24999999997
2018-01-02,09:00,10:00,392,4094,49.9,97294.40000000001,158437.8
2018-01-02,10:00,11:00,881,4014,50,218576.1,154940.39999999997
2018-01-02,11:00,12:00,1199,3815,49.7,297831.60000000003,148403.49999999997
2018-01-02,12:00,13:00,1196,3826,48.16,298928.24000000005,154723.44
2018-01-02,13:00,14:00,1183,4223,47.24,296767.38,174663.27999999997
2018-01-02,14:00,15:00,953,4719,46.1,240156.00000000003,200557.49999999997
2018-01-02,15:00,16:00,566,5587,43.86,143899.84,249962.37999999998
2018-01-02,16:00,17:00,201,6749,43.64,51146.46000000001,303435.04
2018-01-02,17:00,18:00,63,7387,47.37,15795.990000000002,304566.00999999995
2018-01-02,18:00,19:00,0,7879,46.08,0,335015.07999999996
2018-01-02,19:00,20:00,0,8087,41.08,0,384294.24
2018-01-02,20:00,21:00,0,8584,34.94,0,460617.43999999994
2018-01-02,21:00,22:00,0,8997,25.46,0,568070.58
2018-01-02,22:00,23:00,0,9259,23.25,0,605075.6499999999
2018-01-02,23:00,00:00,0,9695,15.49,0,708801.45
2018-01-03,00:00,01:00,0,10030,12.14,0,766893.7999999999
2018-01-03,01:00,02:00,0,10159,5.48,0,844416.08
2018-01-03,02:00,03:00,0,9928,5,0,829980.7999999999
2018-01-03,03:00,04:00,0,9467,0.99,0,829403.87
2018-01-03,04:00,05:00,0,9256,-0.25,0,822395.6
2018-01-03,05:00,06:00,0,8870,3.87,0,751555.0999999999
2018-01-03,06:00,07:00,0,8298,12.25,0,633552.2999999999
2018-01-03,07:00,08:00,0,8380,19.42,0,579728.3999999999
2018-01-03,08:00,09:00,85,8524,22.57,23420.050000000003,562839.72
2018-01-03,09:00,10:00,333,8813,22.37,91818.09000000001,583684.9899999999
2018-01-03,10:00,11:00,823,9140,18.65,229987.35000000003,639342.9999999999
2018-01-03,11:00,12:00,1197,9388,19.35,333663.75,650119
2018-01-03,12:00,13:00,1455,9541,18.93,406192.35000000003,664721.4699999999
2018-01-03,13:00,14:00,1367,9630,17.26,383908.28,687004.2
2018-01-03,14:00,15:00,1019,9734,16.76,286685.46,699290.5599999999
2018-01-03,15:00,16:00,594,9669,18.09,166325.94000000003,681761.19
2018-01-03,16:00,17:00,206,9581,19.51,57389.54000000001,661951.2899999999
2018-01-03,17:00,18:00,65,9394,24.13,17808.050000000003,605631.1799999999
2018-01-03,18:00,19:00,0,9358,36.67,0,485960.93999999994
2018-01-03,19:00,20:00,0,9125,26.27,0,568761.25
2018-01-03,20:00,21:00,0,8448,26.06,0,528337.9199999999
2018-01-03,21:00,22:00,0,8062,19.88,0,554020.64
2018-01-03,22:00,23:00,0,7938,17.26,0,566296.9199999999
2018-01-03,23:00,00:00,0,7879,13.87,0,588797.6699999999
2018-01-04,00:00,01:00,0,7541,11.76,0,579450.44
2018-01-04,01:00,02:00,0,6962,3.46,0,592744.68
2018-01-04,02:00,03:00,0,6778,2.11,0,586229.22
2018-01-04,03:00,04:00,0,6462,2.63,0,555538.14
2018-01-04,04:00,05:00,0,6138,4.99,0,513198.18
2018-01-04,05:00,06:00,0,6050,11.08,0,468996
2018-01-04,06:00,07:00,0,6307,22.34,0,417901.81999999995
2018-01-04,07:00,08:00,0,6809,33.59,0,374563.0899999999
2018-01-04,08:00,09:00,92,7694,40.45,23703.800000000003,370466.0999999999
2018-01-04,09:00,10:00,349,8508,41.97,89389.37,396728.04
2018-01-04,10:00,11:00,847,9371,44.91,214451.93000000002,409418.99
2018-01-04,11:00,12:00,1243,9887,47.14,311943.28,409915.01999999996
2018-01-04,12:00,13:00,1430,10065,46.04,360445.80000000005,428366.39999999997
2018-01-04,13:00,14:00,1408,10045,34.36,371345.92000000004,544840.7999999999
2018-01-04,14:00,15:00,1116,9904,32.51,296398.44000000006,555515.36
2018-01-04,15:00,16:00,606,9893,32.77,160789.98,552326.19
2018-01-04,16:00,17:00,219,9676,33.81,57879.51,530148.0399999999
2018-01-04,17:00,18:00,65,9503,50.08,16121.300000000003,366055.55999999994
2018-01-04,18:00,19:00,0,9472,49.96,0,365998.07999999996
2018-01-04,19:00,20:00,0,9158,46.73,0,383445.45999999996
2018-01-04,20:00,21:00,0,8669,41.57,0,407703.06999999995
2018-01-04,21:00,22:00,0,8046,37.09,0,414449.4599999999
2018-01-04,22:00,23:00,0,7333,33.92,0,400968.43999999994
2018-01-04,23:00,00:00,0,7043,31.5,0,402155.3
2018-01-05,00:00,01:00,0,7088,16.67,0,509839.83999999997
2018-01-05,01:00,02:00,0,7384,11.73,0,567608.08
2018-01-05,02:00,03:00,0,7421,6.86,0,606592.5399999999
2018-01-05,03:00,04:00,0,7076,0.55,0,623041.7999999999
2018-01-05,04:00,05:00,0,6537,2.45,0,563162.5499999999
2018-01-05,05:00,06:00,0,5953,13.51,0,447010.76999999996
2018-01-05,06:00,07:00,0,5491,23.96,0,354938.23999999993
2018-01-05,07:00,08:00,0,4996,33.39,0,275829.16
2018-01-05,08:00,09:00,101,4432,37.79,26291.31,225189.91999999998
2018-01-05,09:00,10:00,438,3999,36.93,114392.46,206628.33
2018-01-05,10:00,11:00,1023,3943,39.11,264946.77,195139.06999999998
2018-01-05,11:00,12:00,1533,4243,39.4,396587.1000000001,208755.59999999998
2018-01-05,12:00,13:00,1835,4582,41.69,470512.35000000003,214941.62
2018-01-05,13:00,14:00,1754,5028,47,440429.4,209164.79999999996
2018-01-05,14:00,15:00,1375,5229,44.08,349277.50000000006,232795.08
2018-01-05,15:00,16:00,801,4718,47.1,201051.00000000003,195796.99999999997
2018-01-05,16:00,17:00,276,4084,47.77,69091.08,166749.71999999997
2018-01-05,17:00,18:00,67,3660,56.35,16197.250000000002,118034.99999999997
2018-01-05,18:00,19:00,0,3363,57.42,0,104858.33999999998
2018-01-05,19:00,20:00,0,3348,53.99,0,115874.27999999997
2018-01-05,20:00,21:00,0,3078,42.36,0,142326.71999999997
2018-01-05,21:00,22:00,0,2752,39.9,0,134022.4
2018-01-05,22:00,23:00,0,2279,39.97,0,110827.76999999999
2018-01-05,23:00,00:00,0,2065,36.27,0,108061.44999999998
2018-01-06,00:00,01:00,0,1998,29.45,0,118181.69999999998
2018-01-06,01:00,02:00,0,1789,28.55,0,107429.45
2018-01-06,02:00,03:00,0,1627,28.18,0,98303.34
2018-01-06,03:00,04:00,0,1448,25.27,0,91701.84
2018-01-06,04:00,05:00,0,1427,24.34,0,91699.01999999999
2018-01-06,05:00,06:00,0,1269,27.42,0,77637.41999999998
2018-01-06,06:00,07:00,0,1065,30,0,62408.99999999999
2018-01-06,07:00,08:00,0,956,31.36,0,54721.439999999995
2018-01-06,08:00,09:00,91,932,34.19,24015.81,50710.119999999995
2018-01-06,09:00,10:00,368,1006,41.11,94572.32,47774.939999999995
2018-01-06,10:00,11:00,801,1043,44,203534.1,46517.799999999996
2018-01-06,11:00,12:00,1045,1066,43.74,265806.2,47820.759999999995
2018-01-06,12:00,13:00,1128,1071,44.43,286139.76,47306.06999999999
2018-01-06,13:00,14:00,1110,1130,42.9,283272,51640.99999999999
2018-01-06,14:00,15:00,901,1232,38.7,233719.40000000002,61476.79999999999
2018-01-06,15:00,16:00,522,1447,37.4,136085.40000000002,74086.4
2018-01-06,16:00,17:00,192,1691,37.99,49941.12,85581.50999999998
2018-01-06,17:00,18:00,64,1927,44.22,16248.320000000002,85520.26
2018-01-06,18:00,19:00,0,2387,49.98,0,92185.93999999999
2018-01-06,19:00,20:00,0,2766,45.9,0,118108.19999999998
2018-01-06,20:00,21:00,0,3257,40.9,0,155358.9
2018-01-06,21:00,22:00,0,3814,33.69,0,209426.74
2018-01-06,22:00,23:00,0,4244,36.26,0,222130.96
2018-01-06,23:00,00:00,0,4649,29.03,0,276940.93
2018-01-07,00:00,01:00,0,5083,21.87,0,339188.58999999997
2018-01-07,01:00,02:00,0,5674,15.98,0,412045.87999999995
2018-01-07,02:00,03:00,0,6414,15.99,0,465720.54
2018-01-07,03:00,04:00,0,6880,14,0,513247.99999999994
2018-01-07,04:00,05:00,0,7358,12.51,0,559870.22
2018-01-07,05:00,06:00,0,7640,13.21,0,575979.5999999999
2018-01-07,06:00,07:00,0,7966,12.17,0,608841.3799999999
2018-01-07,07:00,08:00,0,8405,13.02,0,635249.9
2018-01-07,08:00,09:00,84,8648,18.41,23493.96,607003.12
2018-01-07,09:00,10:00,297,8736,19.58,82720.44000000002,602958.72
2018-01-07,10:00,11:00,695,9030,22.14,191792.2,600133.7999999999
2018-01-07,11:00,12:00,946,9214,28.44,255098.36000000002,554314.24
